여행지ID,여행지명칭,지역구분,분류,태그,내용 유형,카피라이터,홈페이지,주소,여행지 경도,여행지 위도,여행지 특징,여행지 코스소개,여행지 누적 추천수,여행지 누적 관심수,여행지 등록일,여행지 찾아가는 길,여행지 연관 계절정보
,블루원 모텔,전북,숙박,기타숙박,,,,"전라북도 전주시 덕진구  용산2길 18 (금암동, 아담의성)",127.131628,35.835589,,"블루원 모텔은 모던한 인테리어 꾸며진 객실에는 인터넷이 설치돼 있고, 에어컨, 냉장고 등이 구비되어 있다.주변의 문화재로는 조경단을 찾아볼 수 있고 가까이에 즐길 수 있는 전주종합경기장, 야구장, 금암공원, 덕진공원 등이 자리하고 있다.",0,0,2021-10-25 14:57,,
,변산반도펜션,전북,숙박,기타숙박,,,,전라북도 부안군 변산면 변산해변로 799-45,126.515954,35.667689,,,0,0,2021-10-25 14:56,,
,물고기자리,전북,음식점,기타,,,,전라북도 군산시  비응남로 5 (비응도동),126.525504,35.935787,,,0,0,2021-10-25 14:52,,
,고우당 [우수숙박시설 굿스테이],전북,숙박,기타숙박,,,,전라북도 군산시  구영6길 13 (월명동),126.708242,35.985057,,,0,0,2021-10-25 14:47,,
,바다레저,전남,체험,기타레저,,,,전라남도 완도군 완도읍 해변공원로 137,126.748543,34.326011,,,0,0,2021-10-25 14:40,,
,두륜산케이블카,전남,관광지,기타관광지,,,,전라남도 해남군 삼산면 대흥사길 88-45 (두륜산케이블카),126.625336,34.496775,,"두륜산 케이블카는 천년고찰 해남 대흥사를 비롯하여 고산 윤선도의 녹우당,우항리 공룡화석지, 우수영 명랑대첩지, 땅끝 마을 등을 연계하는 관광코스로 알려져 있으며,1.6km 선로를 이용하여 초속 3.6M으로 8분간(편도시간) 케이블카를 이용할 수 있습니다.",0,0,2021-10-25 14:38,,
,돌고래횟집,전남,음식점,기타,,,,전라남도 목포시  해안로 211-1 (항동),126.385634,34.7844,,,0,0,2021-10-25 14:36,,
,호텔첼시,인천,숙박,기타숙박,,,,"경기도 화성시  동탄지성로 12 (반송동, 월드프라자)",127.073251,37.205044,,,0,0,2021-10-25 14:32,,
,인천관광호텔,인천,숙박,기타숙박,,,,"인천광역시 부평구  부평대로278번길 16 (갈산동, 부평관광호텔컨벤션센타)",126.722521,37.515852,,,0,0,2021-10-25 14:28,,
,무창포 비체팰리스 스파,충남,관광지,기타관광지,,,,충청남도 보령시 웅천읍 열린바다1길 78 (비체팰리스콘도),126.531532,36.239309,,,0,0,2021-10-25 13:49,,
,대천항유람선터미널,충남,체험,기타레저,,,,충청남도 보령시  대천항중앙길 46 (신흑동),126.50954,36.327022,,,0,0,2021-10-25 13:48,,
,곰섬갯벌체험마을,충남,관광지,기타관광지,,,,충청남도 태안군 남면 곰섬로 454-13,126.296245,36.58806,,,0,0,2021-10-25 13:46,,
,갯벌(용신마을),충남,관광지,기타관광지,,,http://www.seantour.com/village/yongsin/main/,충청남도 태안군 근흥면 용도로 470-91,126.239009,36.705827,,,0,0,2021-10-25 13:43,,
,바이킹호텔,인천,숙박,기타숙박,,,https://www.booking.com/hotel/gb/viking.ko.html?aid=324796;label=viking-MvB82LYYuo2pivY_4shGkgS406688594297%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-1110454565467%3Akwd-45045687544%3Alp1009879%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0;sid=cb348da72b76eae29ed8fdd32fd3f2f8;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=0;hpos=0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;srepoch=1635134933;srpvid=88ec1d2a92850017;type=total;ucfs=1&,인천광역시 중구  연안부두로55번길 7 (항동7가),126.600614,37.453489,,,0,0,2021-10-25 13:12,,
,켄싱턴리조트(글로리콘도 해운대),부산,숙박,기타숙박,,,https://www.kensington.co.kr/rgh/,"부산광역시 해운대구  해운대해변로 243 (우동, 글로리관광휴양콘도미니엄)",129.157909,35.159456,,"글로리콘도 해운대부산시 해운대구 해운대해변로 243 글로리콘도대표번호 : 051.746.8181 예약문의 : 051.746.8181 분양회원 예약문의 : 1588-9337, #1사업자등록번호 : 806-85-00079 대표이사 : 윤성대 개인정보책임자 : 윤종현",0,0,2021-10-25 9:32,,
,죽도횟집,부산,음식점,기타,,,,부산광역시 기장군 기장읍 연화1길 215 (죽도횟집),129.22685,35.219529,,,0,0,2021-10-25 9:26,,
,E패션모텔,부산,숙박,기타숙박,,,,부산광역시 부산진구  가야대로468번길 15 (개금동),129.023487,35.152342,,,0,0,2021-10-22 17:50,,
,남해편백나무휴양림,경남,관광지,기타관광지,,,,경상남도 남해군 삼동면 금암로 658 (남해편백자연휴양림),128.01711,34.750236,,,0,0,2021-10-22 16:32,,
,화성 전곡항마리나,경기,체험,기타레저,,,,경기도 화성시 서신면 전곡항로 5 (전곡마리나클럽하우스),126.651055,37.1856,,,1,0,2021-10-22 15:45,,
,푸름회집,경기,음식점,기타,,,,경상북도 경주시 양남면 수렴길 31,129.460173,35.666652,,,0,0,2021-10-22 15:42,,
,종현농어촌체험휴양마을,경기,관광지,기타관광지,,,,경기도 안산시 단원구  구봉길 240 (대부북동),126.54855,37.280238,,,0,0,2021-10-22 15:40,,
,도리도횟집펜션,경기,숙박,기타숙박,,,,경기도 화성시 서신면 수문개길 81-33,126.685155,37.122293,,"도리도독채200,000~250,000원기준 10인 (최대 30인)취사가능",0,0,2021-10-22 13:19,,
,단원한정식,경기,음식점,기타,,,,경기도 안산시 단원구  광덕대로 251 (고잔동),126.829878,37.319158,,,0,0,2021-10-22 13:13,,
,단원조각공원,경기,관광지,기타관광지,,,,"경기도 안산시 상록구  성호로 131 (부곡동, 성호박물관)",126.859577,37.315075,,,0,0,2021-10-22 13:05,,
,경기 화성 궁평항,경기,관광지,기타관광지,,,,경기도 화성시 서신면 궁평항로 1049-24 (궁평항수산물판매장),126.681607,37.115517,,,0,0,2021-10-22 11:56,,
,초당두부마을,강원,관광지,기타관광지,,,,"강원도 강릉시  초당순두부길 99 (초당동, 초당동주민센터)",128.91596,37.791878,,,0,0,2021-10-22 11:17,,
,청호동 아바이마을,강원,관광지,기타관광지,,,,강원도 속초시  청호로 122 (청호동),128.594807,38.200618,,,0,0,2021-10-22 11:16,,
,이모 횟집,강원,음식점,기타,,,,강원도 속초시  장사항해안길 13 (장사동),128.589506,38.222972,,"속초토박이 이모회집은 20년이상 장사항에서 바다의맛과 향을 요리해온 속초현지인이 사랑하는 자연산 횟집입니다직접정성껏 만든 기본찬과 비법육수로 시원하고 싱싱함을 자랑하는 물회도 일품입니다조용히 속초의 순박함과 자연그대로의 음식을 담아내는 이모회집입니다주요메뉴 및 가격물회 15,000원 / 모듬회(특)100,000 / 모듬회(대)90,000모듬회(중)80,000 / 모듬회(소)70,000주요메뉴 : 활어모둠회,오징어순대,물회,회덮밥등",0,0,2021-10-22 10:58,,
,에디슨과학박물관,강원,관광지,기타관광지,,,,"강원도 강릉시  경포로 393 (저동, 참소리축음기박물관)",128.897425,37.797684,,,0,0,2021-10-22 10:23,,
,양양동호다이브리조트,강원,체험,기타레저,,,https://donghodive.modoo.at,강원도 양양군 손양면 선사유적로 354,128.680102,38.06161,,,0,0,2021-10-22 9:47,,
,소문난회집,강원,음식점,기타,,,,강원도 삼척시 근덕면 장호항길 120 (소문난횟집),129.318054,37.288548,,,0,0,2021-10-20 18:38,,
,삼척바다칼국수,강원,음식점,기타,,,,"강원도 삼척시  새천년도로 511-11 (교동, 삼척펜션)",129.172051,37.465201,,,0,0,2021-10-20 18:23,,
,"북평민속오일장 (3, 8일)",강원,쇼핑,기타쇼핑,,,,강원도 동해시  갯목길 152 (구미동),129.141549,37.490314,,"강원도 동해시 북평동에서 열리는 강원도 최대 규모의 오일장이다.오일장은 5일에 한 번씩 열리는 전통시장을 말한다. 시장마다 장이 서는 날이 다른데,북평민속오일장은 끝자리가 3, 8인 날에 열린다. 북평민속오일장은 조선 정조 20년인1796년에 시작하여 220여 년의 전통을 자랑한다. 오늘날까지 그 기세를 이어나가 장날이면좌판을 편 상인과 물건을 흥정하는 사람들로 북적인다. 43,400㎡ 대지에 늘어선 800여 개 점포는농수산물, 먹거리, 의류, 잡화 등 온갖 물건을 판매해 구경하는 재미가 있다. 동해안과 접한 동해시의시장인 데다 동해항에서 1km 거리에 있는 만큼 무엇보다 해산물이 신선하다. 오징어, 대게, 도루묵 등동해에서 갓 잡은 제철 해산물을 저렴하게 살 수 있다. 이 외에 느타리버섯, 표고버섯, 영지버섯 등의 각종 버섯,메밀 음식, 손칼국수 등의 시장 먹거리가 풍부하다. 350여 대를 주차할 수 있는 주차장도 완비했다.",0,0,2021-10-20 17:47,,
,바다정원 횟집(9호점),강원,음식점,기타,,,,강원도 양양군 현남면 매바위길 138 (해선호횟집),128.786212,37.944537,,,0,0,2021-10-20 17:33,,
,묵호항연안여객선터미널,강원,관광지,기타관광지,,,http://www.seaspovill.co.kr/,"강원도 동해시  일출로 22 (발한동, 묵호항여객선터미널)",129.112416,37.550142,,"예약, 남/녀 화장실 구분, 장애인 편의시설",0,0,2021-10-20 17:31,,
,모래내행복마을,강원,관광지,기타관광지,,,,강원도 강릉시 사천면 미노길 103 (모래내 행복센터),128.848563,37.826547,,,0,0,2021-10-20 17:26,,
,명성 횟집,강원,음식점,기타,,,https://www.mangoplate.com/restaurants/npnCMD4C6J,강원도 속초시  장사항해안길 53 (장사동),128.587855,38.22621,,,0,0,2021-10-20 17:24,,
,마차진해변,강원,관광지,기타관광지,,,,강원도 고성군 현내면 금강산로 534-45,128.421319,38.521228,,,0,0,2021-10-20 17:15,,
,부산바다축제,부산,관광지,기타관광지,,,,"부산광역시 동구  충장대로 206 (초량동, 부산항 국제여객터미널)",129.049146,35.117747,,"일 정 : 2021. 6. 19(토) ~ 6. 20(일)장 소 : 부산항국제여객터미널 박물관 및 영도국립해양박물관 등주 최 : 부산광역시, 해양수산부/부산지방양수산청, 부산항만공사주관 : 부산문화관광축제위원회후 원 : 1.png  2.png특별후원 : 동구, 영도구",0,0,2021-10-20 17:06,,
,동해 추암해수욕장~강릉 주문진해수욕장,강원,체험,기타레저,,,,강원도 동해시  공단1로 12 (추암동),129.142958,37.470441,,,0,0,2021-10-20 16:11,,
,노봉해변,강원,체험,기타레저,,,,"강원도 동해시  동해대로 6270-37 (망상동, 망상해변상가 A동 A2동)",129.088531,37.594122,,,0,0,2021-10-20 15:56,,
,남애어촌체험휴양마을,강원,관광지,기타관광지,,,,강원도 양양군 현남면 매바위길 127 (냄애항어촌체험정보센터),128.786144,37.944564,,,0,0,2021-10-20 15:53,,
,낙산레저클럽,강원,체험,기타레저,,,,강원도 양양군 강현면,128.628137,38.119569,,,0,0,2021-10-20 15:40,,
,길남항,강원,관광지,기타관광지,,,,강원도 삼척시 원덕읍,129.325086,37.280725,,,0,0,2021-10-20 15:37,,
,경포 썸머댕댕런,강원,관광지,기타관광지,,,https://dangdangrun.com/,강원도 강릉시    (강문동),128.911013,37.802421,,,0,0,2021-10-20 15:00,,
,경동횟집,강원,음식점,기타,,,,강원도 속초시  장사항해안길 56 (장사동),128.588825,38.226178,,,0,0,2021-10-20 14:45,,
,경기횟집,강원,음식점,기타,,,,,,,,,0,0,2021-10-20 14:43,,
,[수산마을] 수산항 바다체험 축제,강원,관광지,기타관광지,,,,강원도 양양군 손양면 수산1길 20-16 (소매점),128.674464,38.0771,,,0,0,2021-10-20 13:48,,
,[소돌마을]진영호민박,강원,숙박,기타숙박,,,,강원도 강릉시 주문진읍 새쪽3길 10-18,128.82435,37.906808,,,0,0,2021-10-20 13:39,,
,[소돌마을]소돌해변민박,강원,숙박,기타숙박,,,,강원도 강릉시 주문진읍 해안로 2011,128.82512,37.906576,,,0,0,2021-10-20 13:38,,
,[남애마을]해변민박,강원,숙박,기타숙박,,,http://www.xn--q20b26onujvjav0eu8mura767c.kr/stayreserve,강원도 양양군 현남면 갯마을길 42-20 (해변민박),128.778958,37.948551,,,0,0,2021-10-20 11:55,,
,[남애마을]다선호민박,강원,숙박,기타숙박,,,http://www.xn--q20b26onujvjav0eu8mura767c.kr/stayintroduce?jsdMode=view&jsdId=JSD_0000000000000058,강원도 양양군 현남면 안남애길 8 (남애3리경로당),128.781714,37.945053,,,0,0,2021-10-20 11:22,,
,[남애마을]남애수산횟집민박,강원,숙박,기타숙박,,,http://www.xn--q20b26onujvjav0eu8mura767c.kr/index.php?mid=stayintroduce&jsdMode=view&jsdId=JSD_0000000000000060,강원도 양양군 현남면 안남애길 42 (남애수산횟집),128.785503,37.945103,,,0,0,2021-10-20 11:12,,
,구조라유람선 뉴스타,경남,체험,기타레저,,,http://www.gujora.com/,경상남도 거제시 일운면 구조라로 37,128.695275,34.805152,,,0,0,2021-10-06 17:07,,
,정수영 고택,경기,관광지,기타관광지,,,,경기도 화성시 서신면 오얏리길 56,126.701508,37.132473,,경기도 화성시 서신면(西新面)에 있는 조선시대의 고택. 국가민속문화재 제125호이다.,0,0,2021-09-30 17:44,,
,2021 온라인 김포 아라마린 페스티벌,경기,삭제,기타관광지,,,https://aramarinefestival.com/main/,,,,,,0,0,2021-09-30 14:33,,
,제주화석박물관,제주,관광지,기타관광지,,,http://blog.naver.com/fossilhouse,제주특별자치도 서귀포시 표선면 하천로 11,126.84376,33.3441,,"2008년 3월, 화석을 통해 지구역사와 생물의 변화과정을 알고 지구환경에 대한 지식과 이해를 돕기 위하여 개관하였다.전시관에는 국외화석 및 국내 화석을 시대별·종류별로 전시하고 있으며, 야외 공원에는 다양한 나무뿌리 화석 등이 전시되어 있다.또한 특별전시실에는 지구의 역사를 반추하는 광물들이 전시되어 있으며, 화석만들기 등의 체험행사도 하고 있다.제주특별자치도 서귀포시 표선면 하천로 11(하천리)에 위치하고 있다.",0,0,2021-09-27 16:14,,
,[국화리마을]바지락,경기,쇼핑,기타쇼핑,,,,경기도 화성시 우정읍 국화길 8,126.558995,37.061085,,,0,0,2021-09-14 13:57,,
,문암 해수욕장,강원,체험,기타레저,,,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=71,강원도 고성군 죽왕면 괘진길 63,128.549276,38.296323,,"2021년 문암해수욕장 개장일은 7월 16일이며, 폐장일은 8월 22일이다. 초생달 모양의 해안선으로 형성된 해변으로서 유영폭이 길고 수심이 낮아 어린이가 있는 가족단위 피서객이 즐길수 있는 곳으로1991년 개장된 이래 매년 해변과 백사장이 사계절 운영된다. 인근에 문암항구가 있어 싱싱한 활어회를 맛볼수 있는 곳이다. 매년 하절기 7 ~ 8월일반해변 -> 06:00~24:00 / 마을관리해변 -> 06:00~22:00",0,0,2021-06-03 18:01,,
